Index,Title,Author,Year,URL,DOI,Journal,Type,Status,FilePath,Abstract
958,DiscipLink: Unfolding Interdisciplinary Information Seeking Process via Human-AI Co-Exploration,"Zheng, Chengbo and Zhang, Yuanhao and Huang, Zeyu and Shi, Chuhan and Xu, Minrui and Ma, Xiaojuan",2024,https://doi.org/10.1145/3654777.3676366,10.1145/3654777.3676366,,inproceedings,Failed,,"Interdisciplinary studies often require researchers to explore literature in diverse branches of knowledge. Yet, navigating through the highly scattered knowledge from unfamiliar disciplines poses a significant challenge. In this paper, we introduce DiscipLink, a novel interactive system that fac..."
961,DIS '24 Companion: Companion Publication of the 2024 ACM Designing Interactive Systems Conference,,2024,,,,proceedings,Failed,,
960,CSAI '23: Proceedings of the 2023 7th International Conference on Computer Science and Artificial Intelligence,,2023,,,,proceedings,Failed,,
961,DIS '24 Companion: Companion Publication of the 2024 ACM Designing Interactive Systems Conference,,2024,,,,proceedings,Failed,,
962,ICIMMI '23: Proceedings of the 5th International Conference on Information Management \& Machine Intelligence,,2023,,,,proceedings,Failed,,
963,IMX '24: Proceedings of the 2024 ACM International Conference on Interactive Media Experiences,,2024,,,,proceedings,Failed,,
964,Digital Dreams Have Become Nightmares: What We Must Do,"Baecker, Ronald M. and Grudin, Jonathan",2024,,,,book,Failed,,"This book offers a compelling discussion of the digital dreams that have come true, their often unintended side effects (nightmares), and what must be done to counteract the nightmares. It is intended as an impetus to further conversation not only in homes and workplaces, but in academic courses ..."
965,HT '24: Proceedings of the 35th ACM Conference on Hypertext and Social Media,,2024,,,,proceedings,Failed,,
966,"CACML '24: Proceedings of the 2024 3rd Asia Conference on Algorithms, Computing and Machine Learning",,2024,,,,proceedings,Failed,,
967,SIGMOD/PODS '24: Companion of the 2024 International Conference on Management of Data,,2024,,,,proceedings,Failed,,"On behalf of the SIGMOD 2024 organizing committee, it is our distinct honor, as General Chairs, to welcome you to the 2024 ACM International Conference on Management of Data - SIGMOD 2024. We are thrilled to be hosting this prestigious event for the very first time in Latin America, and specifica..."
968,Vertically Autoscaling Monolithic Applications with CaaSPER: Scalable Container-as-a-Service Performance Enhanced Resizing Algorithm for the Cloud,"Pavlenko, Anna and Cahoon, Joyce and Zhu, Yiwen and Kroth, Brian and Nelson, Michael and Carter, Andrew and Liao, David and Wright, Travis and Camacho-Rodr\'{\i",2024,https://doi.org/10.1145/3626246.3653378,10.1145/3626246.3653378,,inproceedings,Failed,,"Kubernetes has emerged as a prominent open-source platform for managing cloud applications, including stateful databases. These monolithic applications rely on vertical scaling, adjusting CPU cores based on load fluctuations. However, our analysis of Kubernetes-based Database-as-a-Service (DBaaS)..."
969,ICBTA '23: Proceedings of the 2023 6th International Conference on Blockchain Technology and Applications,,2023,,,,proceedings,Failed,,
970,International Workshop on Deep Learning Practice for High-Dimensional Sparse Data with RecSys 2023,"Tang, Ruiming and Zhu, Xiaoqiang and Ge, Junfeng and Lee, Kuang-chih and Jiang, Biye and Wang, Xingxing and Zhu, Han and Zhuang, Tao and Liu, Weiwen and Ren, Kan and Zhang, Weinan and Zhao, Xiangyu",2023,https://doi.org/10.1145/3604915.3608765,10.1145/3604915.3608765,,inproceedings,Failed,,
971,AIBDF '23: Proceedings of the 2023 3rd Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence and Big Data Forum,,2023,,,,proceedings,Failed,,
972,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,2023,,,,proceedings,Failed,,"We are pleased to welcome all delegates to ESEC/FSE 2023, the ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering. ESEC/FSE is an internationally renowned forum for researchers, practitioners, and educators to present and discuss the most re..."
973,"ICACS '24: Proceedings of the 2024 8th International Conference on Algorithms, Computing and Systems",,2024,,,,proceedings,Failed,,
974,K-CAP '23: Proceedings of the 12th Knowledge Capture Conference 2023,,2023,,,,proceedings,Failed,,"It is our great pleasure to welcome you to the 12th ACM International Conference on Knowledge Capture: K-CAP 2023, held in person on December 5th - 7th in Pensacola, Florida, US.Driven by the increasing demands for knowledge-based applications and the unprecedented availability of information fro..."
975,ICS '24: Proceedings of the 38th ACM International Conference on Supercomputing,,2024,,,,proceedings,Failed,,
976,AHs '24: Proceedings of the Augmented Humans International Conference 2024,,2024,,,,proceedings,Failed,,
977,AutomotiveUI '23 Adjunct: Adjunct Proceedings of the 15th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,,2023,,,,proceedings,Failed,,
978,ASPDAC '24: Proceedings of the 29th Asia and South Pacific Design Automation Conference,,2024,,,,proceedings,Failed,,"ASP-DAC is a high-quality and premium conference on Electronic Design Automation (EDA) area like other sister conferences such as Design Automation Conference (DAC), Design, Automation \& Test in Europe (DATE), International Conference on Computer-Aided Design (ICCAD), and Embedded Systems Week (..."
979,"FAccT '23: Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",,2023,,,,proceedings,Failed,,
980,HPDC '24: Proceedings of the 33rd International Symposium on High-Performance Parallel and Distributed Computing,,2024,,,,proceedings,Failed,,"HPDC is the premier annual conference for presenting the latest research on the design, implementation, evaluation, and use of parallel and distributed systems for high-end computing. HPDC provides research contributions in all aspects of parallel and distributed computing such as resilience, AI-..."
981,"Onward! 2023: Proceedings of the 2023 ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",,2023,,,,proceedings,Failed,,"Welcome to the 2023 ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software (Onward! 2023), the premier multidisciplinary conference focused on everything to do with programming and software, including processes, methods, languages, communities..."
982,Synergi: A Mixed-Initiative System for Scholarly Synthesis and Sensemaking,"Kang, Hyeonsu B and Wu, Tongshuang and Chang, Joseph Chee and Kittur, Aniket",2023,https://doi.org/10.1145/3586183.3606759,10.1145/3586183.3606759,,inproceedings,Failed,,"Efficiently reviewing scholarly literature and synthesizing prior art are crucial for scientific progress. Yet, the growing scale of publications and the burden of knowledge make synthesis of research threads more challenging than ever.While significant research has been devoted to helping schola..."
983,Description and future trends of ICT solutions offered towards independent living: the case of LLM project,"Frantzidis, Christos A. and Bamidis, Panagiotis D.",2009,https://doi.org/10.1145/1579114.1579173,10.1145/1579114.1579173,,inproceedings,Failed,,"Due to the increasing elderly population, healthcare systems able to promote independent living are regarded as an emerging market. Despite the significant advances aiming to support senior citizens, several issues have to be addressed in order to enable older people to live independently and to ..."
984,GECCO '23: Proceedings of the Genetic and Evolutionary Computation Conference,,2023,,,,proceedings,Failed,,"GECCO is the largest peer-reviewed conference in the field of Evolutionary Computation, and the main conference of the Special Interest Group on Genetic and Evolutionary Computation (SIGEVO) of the Association for Computing Machinery (ACM)."
985,FDG '24: Proceedings of the 19th International Conference on the Foundations of Digital Games,,2024,,,,proceedings,Failed,,
986,VRST '24: Proceedings of the 30th ACM Symposium on Virtual Reality Software and Technology,,2024,,,,proceedings,Failed,,
987,ICMI '23 Companion: Companion Publication of the 25th International Conference on Multimodal Interaction,,2023,,,,proceedings,Failed,,
988,ACM SIGCOMM '23: Proceedings of the ACM SIGCOMM 2023 Conference,,2023,,,,proceedings,Failed,,
989,ICPP '24: Proceedings of the 53rd International Conference on Parallel Processing,,2024,,,,proceedings,Failed,,
990,"CCCAI '24: Proceedings of the 2024 2nd International Conference on Communications, Computing and Artificial Intelligence",,2024,,,,proceedings,Failed,,
991,WSSE '23: Proceedings of the 2023 5th World Symposium on Software Engineering,,2023,,,,proceedings,Failed,,
992,Robust Knowledge Extraction from Large Language Models using Social Choice Theory,"Potyka, Nico and Zhu, Yuqicheng and He, Yunjie and Kharlamov, Evgeny and Staab, Steffen",2024,,,,inproceedings,Failed,,"Large-language models (LLMs) can support a wide range of applications like conversational agents, creative writing or general query answering. However, they are ill-suited for query answering in high-stake domains like medicine because they are typically not robust - even the same query can resul..."
993,"SC-W '24: Proceedings of the SC '24 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",,2024,,,,proceedings,Failed,,
994,Analysing robot swarm behaviour via probabilistic model checking,"Konur, Savas and Dixon, Clare and Fisher, Michael",2012,https://doi.org/10.1016/j.robot.2011.10.005,10.1016/j.robot.2011.10.005,Robot. Auton. Syst.,article,Failed,,"An alternative to deploying a single robot of high complexity can be to utilise robot swarms comprising large numbers of identical, and much simpler, robots. Such swarms have been shown to be adaptable, fault-tolerant and widely applicable. However, designing individual robot algorithms to ensure..."
995,CUI '23: Proceedings of the 5th International Conference on Conversational User Interfaces,,2023,,,,proceedings,Failed,,
996,ICSE-NIER '23: Proceedings of the 45th International Conference on Software Engineering: New Ideas and Emerging Results,,2023,,,,proceedings,Failed,,"ICSE is the leading and by far the largest conference in Software Engineering, attracting researchers, practitioners and students from around the world. ICSE2023 is co-located with 10 conferences and symposia this year, many long-established and prestigious venues in their own right."
997,ICFNDS '23: Proceedings of the 7th International Conference on Future Networks and Distributed Systems,,2023,,,,proceedings,Failed,,
998,CHCHI '23: Proceedings of the Eleventh International Symposium of Chinese CHI,,2023,,,,proceedings,Failed,,
999,Deep learning applications in games: a survey from a data perspective,"Hu, Zhipeng and Ding, Yu and Wu, Runze and Li, Lincheng and Zhang, Rongsheng and Hu, Yujing and Qiu, Feng and Zhang, Zhimeng and Wang, Kai and Zhao, Shiwei and Zhang, Yongqiang and Jiang, Ji and Xi, Yadong and Pu, Jiashu and Zhang, Wei and Wang, Suzhen and Chen, Ke and Zhou, Tianze and Chen, Jiarui and Song, Yan and Lv, Tangjie and Fan, Changjie",2023,https://doi.org/10.1007/s10489-023-05094-2,10.1007/s10489-023-05094-2,Applied Intelligence,article,Failed,,"This paper presents a comprehensive review of deep learning applications in the video game industry, focusing on how these techniques can be utilized in game development, experience, and operation. As relying on computation techniques, the game world can be viewed as an integration of various com..."
